Location,Month,Pollutant,Concentration
IRE TRIB: ELLER BECK - AD HO,05,Barium - Ba,110.0000
IRE TRIB: ELLER BECK - AD HO,05,Cadmium - Cd,0.2350
IRE TRIB: ELLER BECK - AD HO,05,Chromium -Cr,1.1000
IRE TRIB: ELLER BECK - AD HO,05,Cobalt - Co,1.0000
IRE TRIB: ELLER BECK - AD HO,05,Copper - Cu,3.6500
IRE TRIB: ELLER BECK - AD HO,05,ICP-MS Semiq,1.0000
IRE TRIB: ELLER BECK - AD HO,05,Iron - as Fe,785.0000
IRE TRIB: ELLER BECK - AD HO,05,Lead - as Pb,5.0000
IRE TRIB: ELLER BECK - AD HO,05,Nickel - Ni,4.0500
IRE TRIB: ELLER BECK - AD HO,05,Selenium -Se,1.0000
IRE TRIB: ELLER BECK - AD HO,05,Silver - Ag,1.0000
IRE TRIB: ELLER BECK - AD HO,05,Thallium -Tl,1.0000
IRE TRIB: ELLER BECK - AD HO,05,Vanadium - V,2.6500
IRE TRIB: ELLER BECK - AD HO,05,Zinc - as Zn,18.6500
IRE TRIB: ELLER BECK - AD HO,05,pH,8.5500
IRE TRIB: ELLER BECK - AD HO,07,Ammonia(N),4.3000
IRE TRIB: ELLER BECK - AD HO,07,BOD ATU,32.0000
IRE TRIB: ELLER BECK - AD HO,07,COD as O2,310.0000
IRE TRIB: ELLER BECK - AD HO,07,Chloride Ion,76.0000
IRE TRIB: ELLER BECK - AD HO,07,Cond @ 25C,616.0000
IRE TRIB: ELLER BECK - AD HO,07,NATGRIDREF,1.0000
IRE TRIB: ELLER BECK - AD HO,07,Temp Water,16.6000
IRE TRIB: ELLER BECK - AD HO,07,pH,7.1900
IRE TRIB: WORTH - AD HO,06,Ammonia(N),1.4000
IRE TRIB: WORTH - AD HO,06,BOD ATU,11.0000
IRE TRIB: WORTH - AD HO,06,COD as O2,75.0000
IRE TRIB: WORTH - AD HO,06,Chloride Ion,80.0000
IRE TRIB: WORTH - AD HO,06,Cond @ 25C,1190.0000
IRE TRIB: WORTH - AD HO,06,NATGRIDREF,1.0000
IRE TRIB: WORTH - AD HO,06,Temp Water,15.8000
IRE TRIB: WORTH - AD HO,06,pH,8.7300
IRE TRIB: WORTLEY BECK SYSTE,02,Ammonia(N),3.7500
IRE TRIB: WORTLEY BECK SYSTE,02,BOD ATU,4.0000
IRE TRIB: WORTLEY BECK SYSTE,02,COD as O2,61.0000
IRE TRIB: WORTLEY BECK SYSTE,02,Chloride Ion,155.0000
IRE TRIB: WORTLEY BECK SYSTE,02,Cond @ 25C,1778.5000
IRE TRIB: WORTLEY BECK SYSTE,02,GCMS S-Vol,1.0000
IRE TRIB: WORTLEY BECK SYSTE,02,NATGRIDREF,1.0000
IRE TRIB: WORTLEY BECK SYSTE,02,NH3 un-ion,0.0164
IRE TRIB: WORTLEY BECK SYSTE,02,Nitrite-N,0.0390
IRE TRIB: WORTLEY BECK SYSTE,02,O Diss %sat,9901.0000
IRE TRIB: WORTLEY BECK SYSTE,02,Temp Water,9.5000
IRE TRIB: WORTLEY BECK SYSTE,02,pH,7.3900
IRE TRIB: WORTLEY BECK SYSTE,03,"1,3232.8000
IRE TRIB: WORTLEY BECK SYSTE,03,"2,3.6667
IRE TRIB: WORTLEY BECK SYSTE,03,112TCEthan,9811.0000
IRE TRIB: WORTLEY BECK SYSTE,03,11DiClPropen,9684.0000
IRE TRIB: WORTLEY BECK SYSTE,03,123TriClProp,6541.0000
IRE TRIB: WORTLEY BECK SYSTE,03,135TriMeBenz,9458.0000
IRE TRIB: WORTLEY BECK SYSTE,03,245-T,4.0000
IRE TRIB: WORTLEY BECK SYSTE,03,2Chlortoluen,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,2Phenoxyprop,0.5810
IRE TRIB: WORTLEY BECK SYSTE,03,3Chlorotolun,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,4 -ISO-PROPY,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,4-CAA,0.0500
IRE TRIB: WORTLEY BECK SYSTE,03,4Chlorotolun,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,4Phenoxbutyr,0.0054
IRE TRIB: WORTLEY BECK SYSTE,03,Ammonia(N),2.2800
IRE TRIB: WORTLEY BECK SYSTE,03,BOD ATU,4.1667
IRE TRIB: WORTLEY BECK SYSTE,03,BROMO-DCM,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Benazolin,0.0050
IRE TRIB: WORTLEY BECK SYSTE,03,Bentazone,0.1353
IRE TRIB: WORTLEY BECK SYSTE,03,Benzene,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,BrClMethan,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Bromobenzene,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Bromoform,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Bromoxynil,1.0000
IRE TRIB: WORTLEY BECK SYSTE,03,COD as O2,67.0000
IRE TRIB: WORTLEY BECK SYSTE,03,Carbon Tet,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Chlordbrmthn,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Chloride Ion,123.3333
IRE TRIB: WORTLEY BECK SYSTE,03,Chlorobenzen,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Chloroform,0.1767
IRE TRIB: WORTLEY BECK SYSTE,03,DiClMe,3.0000
IRE TRIB: WORTLEY BECK SYSTE,03,Dibromomethn,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Dicamba,0.1767
IRE TRIB: WORTLEY BECK SYSTE,03,Ethenylbenzn,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Ethylbenzene,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Fenoprop,0.0050
IRE TRIB: WORTLEY BECK SYSTE,03,Fluoroxypyr,0.0817
IRE TRIB: WORTLEY BECK SYSTE,03,GCMS S-Vol,1.0000
IRE TRIB: WORTLEY BECK SYSTE,03,ICP-MS Semiq,1.0000
IRE TRIB: WORTLEY BECK SYSTE,03,Ioxynil,0.0050
IRE TRIB: WORTLEY BECK SYSTE,03,IsoPropylBen,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,MCPA,1.0000
IRE TRIB: WORTLEY BECK SYSTE,03,MCPB,0.5367
IRE TRIB: WORTLEY BECK SYSTE,03,Mecoprop,1.0000
IRE TRIB: WORTLEY BECK SYSTE,03,NATGRIDREF,1.0000
IRE TRIB: WORTLEY BECK SYSTE,03,Nitrite-N,0.0433
IRE TRIB: WORTLEY BECK SYSTE,03,PhenoxytcAcd,0.9100
IRE TRIB: WORTLEY BECK SYSTE,03,Pichloram,0.0053
IRE TRIB: WORTLEY BECK SYSTE,03,SecButylbenz,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,TetClEthene,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Toluene,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,Trichloroeth,0.1067
IRE TRIB: WORTLEY BECK SYSTE,03,Triclopyr,0.0227
IRE TRIB: WORTLEY BECK SYSTE,03,c12DClEthe,6538.0000
IRE TRIB: WORTLEY BECK SYSTE,03,m-p-Xylene,6716.0000
IRE TRIB: WORTLEY BECK SYSTE,03,nButylbenzne,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,nPropylbenzn,0.1000
IRE TRIB: WORTLEY BECK SYSTE,03,t12DCEe,6539.0000
IREDALE CRUDE INLE,01,BOD ATU,372.0000
IREDALE CRUDE INLE,01,COD as O2,880.0000
IREDALE CRUDE INLE,04,BOD ATU,148.0000
IREDALE CRUDE INLE,04,COD as O2,337.0000
IREDALE CRUDE INLE,07,BOD ATU,292.0000
IREDALE CRUDE INLE,07,COD as O2,797.0000
IREDALE CRUDE INLE,10,BOD ATU,200.0000
IREDALE CRUDE INLE,10,COD as O2,865.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,01,Ammonia(N),1.3000
IREDALE(CASTLEFORD) WPC WORKS FINA,01,BOD ATU,10.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,01,COD as O2,75.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,01,PE - Calc,4368.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,01,Samp Freq,4.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,02,Ammonia(N),0.5000
IREDALE(CASTLEFORD) WPC WORKS FINA,02,BOD ATU,2.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,03,Ammonia(N),0.6000
IREDALE(CASTLEFORD) WPC WORKS FINA,03,BOD ATU,3.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,04,Ammonia(N),0.9000
IREDALE(CASTLEFORD) WPC WORKS FINA,04,BOD ATU,10.5000
IREDALE(CASTLEFORD) WPC WORKS FINA,04,COD as O2,44.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,05,Ammonia(N),0.5000
IREDALE(CASTLEFORD) WPC WORKS FINA,05,BOD ATU,4.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,06,Ammonia(N),0.5000
IREDALE(CASTLEFORD) WPC WORKS FINA,06,BOD ATU,1.9000
IREDALE(CASTLEFORD) WPC WORKS FINA,07,Ammonia(N),0.5000
IREDALE(CASTLEFORD) WPC WORKS FINA,07,BOD ATU,1.9000
IREDALE(CASTLEFORD) WPC WORKS FINA,07,COD as O2,25.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,08,Ammonia(N),0.5000
IREDALE(CASTLEFORD) WPC WORKS FINA,08,BOD ATU,1.9000
IREDALE(CASTLEFORD) WPC WORKS FINA,09,Ammonia(N),0.5000
IREDALE(CASTLEFORD) WPC WORKS FINA,09,BOD ATU,2.0000
IREDALE(CASTLEFORD) WPC WORKS FINA,10,Ammonia(N),0.5000
IREDALE(CASTLEFORD) WPC WORKS FINA,10,BOD ATU,2.4500
IREDALE(CASTLEFORD) WPC WORKS FINA,10,COD as O2,23.0000
IRGREEN BECK AT FIRGREEN BRIDG,01,Alky pH 4.5,290.0000
IRGREEN BECK AT FIRGREEN BRIDG,01,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,01,Cond @ 25C,806.0000
IRGREEN BECK AT FIRGREEN BRIDG,01,NH3 un-ion,0.0003
IRGREEN BECK AT FIRGREEN BRIDG,01,Nitrate-N,9.9800
IRGREEN BECK AT FIRGREEN BRIDG,01,Nitrite-N,0.0190
IRGREEN BECK AT FIRGREEN BRIDG,01,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,01,Temp Water,5.3000
IRGREEN BECK AT FIRGREEN BRIDG,01,pH,7.9400
IRGREEN BECK AT FIRGREEN BRIDG,02,Alky pH 4.5,250.0000
IRGREEN BECK AT FIRGREEN BRIDG,02,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,02,BOD ATU,1.1000
IRGREEN BECK AT FIRGREEN BRIDG,02,Cond @ 25C,691.0000
IRGREEN BECK AT FIRGREEN BRIDG,02,NH3 un-ion,0.0004
IRGREEN BECK AT FIRGREEN BRIDG,02,Nitrate-N,7.5900
IRGREEN BECK AT FIRGREEN BRIDG,02,Nitrite-N,0.0110
IRGREEN BECK AT FIRGREEN BRIDG,02,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,02,Temp Water,7.8000
IRGREEN BECK AT FIRGREEN BRIDG,02,pH,7.8900
IRGREEN BECK AT FIRGREEN BRIDG,03,Alky pH 4.5,280.0000
IRGREEN BECK AT FIRGREEN BRIDG,03,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,03,BOD ATU,1.0000
IRGREEN BECK AT FIRGREEN BRIDG,03,Cond @ 25C,816.0000
IRGREEN BECK AT FIRGREEN BRIDG,03,NH3 un-ion,0.0006
IRGREEN BECK AT FIRGREEN BRIDG,03,Nitrate-N,9.0900
IRGREEN BECK AT FIRGREEN BRIDG,03,Nitrite-N,0.0056
IRGREEN BECK AT FIRGREEN BRIDG,03,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,03,Temp Water,10.5000
IRGREEN BECK AT FIRGREEN BRIDG,03,pH,8.0200
IRGREEN BECK AT FIRGREEN BRIDG,04,Alky pH 4.5,300.0000
IRGREEN BECK AT FIRGREEN BRIDG,04,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,04,BOD ATU,1.0000
IRGREEN BECK AT FIRGREEN BRIDG,04,Cond @ 25C,803.0000
IRGREEN BECK AT FIRGREEN BRIDG,04,NH3 un-ion,0.0005
IRGREEN BECK AT FIRGREEN BRIDG,04,Nitrate-N,9.5000
IRGREEN BECK AT FIRGREEN BRIDG,04,Nitrite-N,0.0040
IRGREEN BECK AT FIRGREEN BRIDG,04,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,04,Temp Water,9.5000
IRGREEN BECK AT FIRGREEN BRIDG,04,pH,8.0500
IRGREEN BECK AT FIRGREEN BRIDG,05,Alky pH 4.5,250.0000
IRGREEN BECK AT FIRGREEN BRIDG,05,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,05,BOD ATU,1.0000
IRGREEN BECK AT FIRGREEN BRIDG,05,Cond @ 25C,742.0000
IRGREEN BECK AT FIRGREEN BRIDG,05,NH3 un-ion,0.0005
IRGREEN BECK AT FIRGREEN BRIDG,05,Nitrate-N,8.7900
IRGREEN BECK AT FIRGREEN BRIDG,05,Nitrite-N,0.0071
IRGREEN BECK AT FIRGREEN BRIDG,05,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,05,Temp Water,11.9000
IRGREEN BECK AT FIRGREEN BRIDG,05,pH,7.9100
IRGREEN BECK AT FIRGREEN BRIDG,06,Alky pH 4.5,290.0000
IRGREEN BECK AT FIRGREEN BRIDG,06,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,06,BOD ATU,1.0000
IRGREEN BECK AT FIRGREEN BRIDG,06,Cond @ 25C,815.0000
IRGREEN BECK AT FIRGREEN BRIDG,06,NH3 un-ion,0.0006
IRGREEN BECK AT FIRGREEN BRIDG,06,Nitrate-N,9.1900
IRGREEN BECK AT FIRGREEN BRIDG,06,Nitrite-N,0.0057
IRGREEN BECK AT FIRGREEN BRIDG,06,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,06,Temp Water,12.0000
IRGREEN BECK AT FIRGREEN BRIDG,06,pH,8.0200
IRGREEN BECK AT FIRGREEN BRIDG,07,Alky pH 4.5,310.0000
IRGREEN BECK AT FIRGREEN BRIDG,07,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,07,BOD ATU,1.1000
IRGREEN BECK AT FIRGREEN BRIDG,07,Cond @ 25C,832.0000
IRGREEN BECK AT FIRGREEN BRIDG,07,NH3 un-ion,0.0006
IRGREEN BECK AT FIRGREEN BRIDG,07,Nitrate-N,9.6900
IRGREEN BECK AT FIRGREEN BRIDG,07,Nitrite-N,0.0055
IRGREEN BECK AT FIRGREEN BRIDG,07,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,07,Temp Water,13.0000
IRGREEN BECK AT FIRGREEN BRIDG,07,pH,7.9300
IRGREEN BECK AT FIRGREEN BRIDG,08,Alky pH 4.5,320.0000
IRGREEN BECK AT FIRGREEN BRIDG,08,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,08,BOD ATU,1.1000
IRGREEN BECK AT FIRGREEN BRIDG,08,Cond @ 25C,853.0000
IRGREEN BECK AT FIRGREEN BRIDG,08,NH3 un-ion,0.0006
IRGREEN BECK AT FIRGREEN BRIDG,08,Nitrate-N,9.5900
IRGREEN BECK AT FIRGREEN BRIDG,08,Nitrite-N,0.0059
IRGREEN BECK AT FIRGREEN BRIDG,08,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,08,Temp Water,12.3000
IRGREEN BECK AT FIRGREEN BRIDG,08,pH,7.9700
IRGREEN BECK AT FIRGREEN BRIDG,09,Alky pH 4.5,310.0000
IRGREEN BECK AT FIRGREEN BRIDG,09,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,09,BOD ATU,1.0000
IRGREEN BECK AT FIRGREEN BRIDG,09,Cond @ 25C,821.0000
IRGREEN BECK AT FIRGREEN BRIDG,09,NH3 un-ion,0.0006
IRGREEN BECK AT FIRGREEN BRIDG,09,Nitrate-N,9.3000
IRGREEN BECK AT FIRGREEN BRIDG,09,Nitrite-N,0.0049
IRGREEN BECK AT FIRGREEN BRIDG,09,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,09,Temp Water,10.9000
IRGREEN BECK AT FIRGREEN BRIDG,09,pH,7.9900
IRGREEN BECK AT FIRGREEN BRIDG,10,Alky pH 4.5,290.0000
IRGREEN BECK AT FIRGREEN BRIDG,10,Ammonia(N),0.0300
IRGREEN BECK AT FIRGREEN BRIDG,10,BOD ATU,1.8000
IRGREEN BECK AT FIRGREEN BRIDG,10,Cond @ 25C,803.0000
IRGREEN BECK AT FIRGREEN BRIDG,10,NH3 un-ion,0.0004
IRGREEN BECK AT FIRGREEN BRIDG,10,Nitrate-N,8.3000
IRGREEN BECK AT FIRGREEN BRIDG,10,Nitrite-N,0.0040
IRGREEN BECK AT FIRGREEN BRIDG,10,O Diss %sat,9901.0000
IRGREEN BECK AT FIRGREEN BRIDG,10,Temp Water,8.8000
IRGREEN BECK AT FIRGREEN BRIDG,10,pH,7.9400
IRK GILL NEAR LOW HOUSE,01,C - Org Filt,301.0000
IRK GILL NEAR LOW HOUSE,01,pH,7.6100
IRK GILL NEAR LOW HOUSE,02,C - Org Filt,301.0000
IRK GILL NEAR LOW HOUSE,02,pH,7.6900
IRK GILL NEAR LOW HOUSE,03,C - Org Filt,301.0000
IRK GILL NEAR LOW HOUSE,03,pH,8.2400
IRK HAMMERTON CRUDE INLE,01,BOD ATU,147.0000
IRK HAMMERTON CRUDE INLE,01,COD as O2,331.0000
IRK HAMMERTON CRUDE INLE,02,BOD ATU,200.0000
IRK HAMMERTON CRUDE INLE,02,COD as O2,465.0000
IRK HAMMERTON CRUDE INLE,04,BOD ATU,122.0000
IRK HAMMERTON CRUDE INLE,04,COD as O2,316.0000
IRK HAMMERTON CRUDE INLE,05,BOD ATU,183.5000
IRK HAMMERTON CRUDE INLE,05,COD as O2,513.0000
IRK HAMMERTON CRUDE INLE,06,BOD ATU,170.0000
IRK HAMMERTON CRUDE INLE,06,COD as O2,425.0000
IRK HAMMERTON CRUDE INLE,08,BOD ATU,208.5000
IRK HAMMERTON CRUDE INLE,08,COD as O2,405.5000
IRK HAMMERTON CRUDE INLE,09,BOD ATU,211.0000
IRK HAMMERTON CRUDE INLE,09,COD as O2,483.0000
IRK HAMMERTON CRUDE INLE,10,BOD ATU,170.0000
IRK HAMMERTON CRUDE INLE,10,COD as O2,404.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,01,BOD ATU,15.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,01,COD as O2,75.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,01,PE - Calc,2170.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,01,Samp Freq,12.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,02,Ammonia(N),4.5000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,02,BOD ATU,17.3333
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,02,COD as O2,87.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,03,Ammonia(N),2.5000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,03,BOD ATU,25.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,04,Ammonia(N),4.6000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,04,BOD ATU,18.5000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,04,COD as O2,87.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,05,BOD ATU,20.5000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,05,COD as O2,89.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,06,Ammonia(N),1.9000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,06,BOD ATU,18.3333
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,06,COD as O2,90.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,07,Ammonia(N),5.6000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,07,BOD ATU,21.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,08,Ammonia(N),3.8000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,08,BOD ATU,14.3333
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,08,COD as O2,84.5000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,09,Ammonia(N),3.4000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,09,BOD ATU,15.5000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,09,COD as O2,100.0000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,10,Ammonia(N),6.5000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,10,BOD ATU,15.5000
IRK HAMMERTON WPC WORKS FINAL EFFLUEN,10,COD as O2,79.0000
IRK LANE DRAIN AT BUBWIT,01,Alky pH 4.5,140.0000
IRK LANE DRAIN AT BUBWIT,01,Ammonia(N),0.0430
IRK LANE DRAIN AT BUBWIT,01,Cond @ 25C,441.0000
IRK LANE DRAIN AT BUBWIT,01,NH3 un-ion,0.0003
IRK LANE DRAIN AT BUBWIT,01,Nitrate-N,4.0800
IRK LANE DRAIN AT BUBWIT,01,Nitrite-N,0.0230
IRK LANE DRAIN AT BUBWIT,01,O Diss %sat,9901.0000
IRK LANE DRAIN AT BUBWIT,01,Temp Water,6.4000
IRK LANE DRAIN AT BUBWIT,01,pH,7.6500
IRK LANE DRAIN AT BUBWIT,02,Alky pH 4.5,180.0000
IRK LANE DRAIN AT BUBWIT,02,Ammonia(N),0.0370
IRK LANE DRAIN AT BUBWIT,02,Cond @ 25C,530.0000
IRK LANE DRAIN AT BUBWIT,02,NH3 un-ion,0.0003
IRK LANE DRAIN AT BUBWIT,02,Nitrate-N,4.2800
IRK LANE DRAIN AT BUBWIT,02,Nitrite-N,0.0240
IRK LANE DRAIN AT BUBWIT,02,O Diss %sat,9901.0000
IRK LANE DRAIN AT BUBWIT,02,Temp Water,4.7000
IRK LANE DRAIN AT BUBWIT,02,pH,7.8800
IRK LANE DRAIN AT BUBWIT,03,Alky pH 4.5,170.0000
IRK LANE DRAIN AT BUBWIT,03,Ammonia(N),0.0310
IRK LANE DRAIN AT BUBWIT,03,Cond @ 25C,500.0000
IRK LANE DRAIN AT BUBWIT,03,NH3 un-ion,0.0004
IRK LANE DRAIN AT BUBWIT,03,Nitrate-N,3.5900
IRK LANE DRAIN AT BUBWIT,03,Nitrite-N,0.0068
IRK LANE DRAIN AT BUBWIT,03,O Diss %sat,9901.0000
IRK LANE DRAIN AT BUBWIT,03,Temp Water,6.5000
IRK LANE DRAIN AT BUBWIT,03,pH,8.0600
IRK LANE DRAIN AT BUBWIT,06,Alky pH 4.5,310.0000
IRK LANE DRAIN AT BUBWIT,06,Ammonia(N),0.0660
IRK LANE DRAIN AT BUBWIT,06,Cond @ 25C,839.0000
IRK LANE DRAIN AT BUBWIT,06,NH3 un-ion,0.0008
IRK LANE DRAIN AT BUBWIT,06,Nitrate-N,0.2060
IRK LANE DRAIN AT BUBWIT,06,Nitrite-N,0.0340
IRK LANE DRAIN AT BUBWIT,06,O Diss %sat,9901.0000
IRK LANE DRAIN AT BUBWIT,06,Temp Water,14.4000
IRK LANE DRAIN AT BUBWIT,06,pH,7.6700
IRK LANE DRAIN AT BUBWIT,07,Alky pH 4.5,230.0000
IRK LANE DRAIN AT BUBWIT,07,Ammonia(N),0.0300
IRK LANE DRAIN AT BUBWIT,07,Cond @ 25C,699.0000
IRK LANE DRAIN AT BUBWIT,07,NH3 un-ion,0.0003
IRK LANE DRAIN AT BUBWIT,07,Nitrate-N,0.2320
IRK LANE DRAIN AT BUBWIT,07,Nitrite-N,0.0280
IRK LANE DRAIN AT BUBWIT,07,O Diss %sat,9901.0000
IRK LANE DRAIN AT BUBWIT,07,Temp Water,17.2000
IRK LANE DRAIN AT BUBWIT,07,pH,7.4700
IRK LANE DRAIN AT BUBWIT,08,Alky pH 4.5,270.0000
IRK LANE DRAIN AT BUBWIT,08,Ammonia(N),0.0590
IRK LANE DRAIN AT BUBWIT,08,Cond @ 25C,699.0000
IRK LANE DRAIN AT BUBWIT,08,NH3 un-ion,0.0007
IRK LANE DRAIN AT BUBWIT,08,Nitrate-N,0.3160
IRK LANE DRAIN AT BUBWIT,08,Nitrite-N,0.0240
IRK LANE DRAIN AT BUBWIT,08,O Diss %sat,9901.0000
IRK LANE DRAIN AT BUBWIT,08,Temp Water,20.6000
IRK LANE DRAIN AT BUBWIT,08,pH,7.4500
IRK LANE DRAIN AT BUBWIT,09,Alky pH 4.5,190.0000
IRK LANE DRAIN AT BUBWIT,09,Ammonia(N),0.0300
IRK LANE DRAIN AT BUBWIT,09,Cond @ 25C,632.0000
IRK LANE DRAIN AT BUBWIT,09,NH3 un-ion,0.0008
IRK LANE DRAIN AT BUBWIT,09,Nitrate-N,4.8700
IRK LANE DRAIN AT BUBWIT,09,Nitrite-N,0.0280
IRK LANE DRAIN AT BUBWIT,09,O Diss %sat,9901.0000
IRK LANE DRAIN AT BUBWIT,09,Temp Water,16.7000
IRK LANE DRAIN AT BUBWIT,09,pH,7.9600
IRK LANE DRAIN AT BUBWIT,10,Alky pH 4.5,56.0000
IRK LANE DRAIN AT BUBWIT,10,Ammonia(N),0.0300
IRK LANE DRAIN AT BUBWIT,10,Cond @ 25C,224.0000
IRK LANE DRAIN AT BUBWIT,10,NH3 un-ion,0.0006
IRK LANE DRAIN AT BUBWIT,10,Nitrate-N,1.9900
IRK LANE DRAIN AT BUBWIT,10,Nitrite-N,0.0110
IRK LANE DRAIN AT BUBWIT,10,O Diss %sat,9901.0000
IRK LANE DRAIN AT BUBWIT,10,Temp Water,11.0000
IRK LANE DRAIN AT BUBWIT,10,pH,7.9900
IRK LANE DRAIN AT BUBWIT,11,Alky pH 4.5,240.0000
IRK LANE DRAIN AT BUBWIT,11,Ammonia(N),0.3900
IRK LANE DRAIN AT BUBWIT,11,Cond @ 25C,822.0000
IRK LANE DRAIN AT BUBWIT,11,NH3 un-ion,0.0035
IRK LANE DRAIN AT BUBWIT,11,Nitrate-N,4.8200
IRK LANE DRAIN AT BUBWIT,11,Nitrite-N,0.3800
IRK LANE DRAIN AT BUBWIT,11,O Diss %sat,9901.0000
IRK LANE DRAIN AT BUBWIT,11,Temp Water,10.4000
IRK LANE DRAIN AT BUBWIT,11,pH,7.6700
IRK SMEATON WPC WORKS FINAL EFFLUEN,01,Ammonia(N),0.5000
IRK SMEATON WPC WORKS FINAL EFFLUEN,01,BOD ATU,3.0000
IRK SMEATON WPC WORKS FINAL EFFLUEN,02,Ammonia(N),0.5000
IRK SMEATON WPC WORKS FINAL EFFLUEN,02,BOD ATU,4.0000
IRK SMEATON WPC WORKS FINAL EFFLUEN,03,Ammonia(N),0.5000
IRK SMEATON WPC WORKS FINAL EFFLUEN,03,BOD ATU,4.0000
IRK SMEATON WPC WORKS FINAL EFFLUEN,04,Ammonia(N),1.3000
IRK SMEATON WPC WORKS FINAL EFFLUEN,04,BOD ATU,7.0000
IRK SMEATON WPC WORKS FINAL EFFLUEN,05,Ammonia(N),0.5000
IRK SMEATON WPC WORKS FINAL EFFLUEN,05,BOD ATU,4.0000
